targetID,frameIndex,cameraID,expectedX,expectedY,actualX,actualY
1,518,16,776.17858171,305.10327887,780.71875000,302.85156250
1,1434,7,450.65639373,753.36036129,448.49218750,756.92968750
1,3850,18,1179.05052771,952.94279013,1173.96093750,951.05468750
1,4322,11,89.48396079,76.13040733,90.67968750,82.23437500
1,1291,4,969.89672298,70.00559145,972.26562500,69.32031250
1,12,19,400.05611555,70.08223044,393.35156250,66.39843750
1,4931,3,774.50272255,258.53374779,776.37500000,254.50000000
1,3495,2,449.06588189,827.94142664,443.03125000,830.00781250
1,2813,8,1209.01642360,130.03544335,1208.32031250,133.83593750
1,4161,15,70.07973576,292.94042062,71.67187500,290.79687500
1,188,19,126.88972053,848.04109826,121.24218750,847.13281250
1,2466,14,127.05156484,247.89708410,128.21093750,246.60937500
1,2125,18,1165.84308955,896.21926053,1163.73437500,897.16406250
1,830,10,1058.92752618,953.04682411,1058.05468750,955.70312500
1,3303,5,422.15080046,109.50162344,420.27343750,105.20312500
1,974,13,690.78455481,906.57895348,686.21093750,911.53906250
1,2307,17,75.40539507,103.35194921,78.01562500,104.59375000
1,4471,15,1100.19277978,674.99760150,1103.21093750,678.68750000
1,4010,18,926.03519415,287.92417987,931.56250000,286.37500000
1,1816,21,94.93390569,463.87127238,83.82031250,461.43750000
1,3689,21,1151.94039532,474.01734431,1151.96875000,475.11718750
1,2307,14,1208.98130314,70.09691432,1206.31250000,77.35156250
1,1123,7,70.07280762,713.02816812,71.15625000,712.86718750
1,358,16,98.88774128,953.02735307,100.49218750,947.97656250
1,2126,17,69.97631340,862.98395154,69.58593750,861.53125000
1,5097,3,1208.93945233,610.06740730,1213.95312500,605.85937500
1,660,13,1152.00171652,173.97055244,1152.52343750,179.96875000
1,1978,20,1048.92558937,827.93602507,1046.53125000,831.73437500
1,2961,8,126.87883723,788.09821468,128.66406250,785.30468750
1,4633,6,926.22460781,837.57425924,928.85156250,839.43750000
1,3303,2,850.07102657,70.03560247,857.92187500,69.31250000
1,1601,1,608.97326767,952.97992384,612.57031250,957.42187500
1,3123,5,308.95361263,952.94681014,305.46093750,953.42968750
1,974,10,569.12441617,828.02165336,567.76562500,832.25781250
1,3851,21,120.35339756,906.82649950,113.44531250,905.72656250
1,518,13,460.00573977,69.99571572,462.09375000,66.09375000
1,1291,1,348.33422609,353.33956618,344.53125000,353.10156250
1,2813,9,116.82234683,133.15608119,116.46093750,131.31250000
1,4932,6,547.08484432,114.06956973,544.18750000,110.77343750
1,4162,14,1170.44612110,258.90357227,1172.22656250,262.75000000
1,2467,14,127.11326570,188.03204030,129.65625000,187.65625000
1,3496,2,329.07866681,827.93791367,322.48437500,827.39062500
1,13,19,429.91615262,69.98717167,423.38281250,66.02343750
1,188,16,1134.59929395,737.73128398,1134.94531250,742.25000000
1,831,13,289.81956472,667.58810185,283.28125000,665.78906250
1,4322,8,1182.04105070,96.09037927,1182.55468750,100.78906250
1,4792,3,1066.18622882,383.02545089,1071.92187500,379.64843750
1,1434,4,851.98140615,908.08112057,851.60156250,913.21093750
1,4471,12,126.97059972,907.94226869,129.35937500,905.36718750
1,4011,18,925.95277534,528.06955148,931.33593750,529.21093750
1,1817,20,1209.06741224,489.94657946,1207.13281250,491.95312500
1,2307,18,1171.57222528,111.39487888,1172.42968750,116.96093750
1,3124,8,990.24543329,903.65135071,991.42968750,904.42187500
1,3690,21,1152.07791216,533.96202650,1152.10937500,535.25000000
1,3304,5,392.40912031,109.66835383,390.34375000,105.67968750
1,519,16,748.20044833,297.37942680,752.42187500,294.73437500
1,1124,7,69.97359841,682.97856859,70.60156250,682.88281250
1,2814,8,1208.92240689,159.99427545,1208.74218750,163.28125000
1,358,20,81.87308291,916.09699827,78.54687500,911.02343750
1,661,13,1151.92556434,234.05498831,1153.12500000,239.33593750
1,1979,20,929.03091127,828.06196924,926.27343750,832.74218750
1,4634,9,339.00366395,953.02224473,336.27343750,954.83593750
1,975,13,808.09480797,939.52360227,804.12500000,944.92187500
1,4793,6,189.88622313,70.04271974,188.61718750,73.55468750
1,189,19,126.89333610,787.94974397,120.49218750,787.49218750
1,2625,11,128.95487076,953.00366366,133.10156250,952.07812500
1,4162,15,69.97211607,263.00878362,72.33593750,261.26562500
1,1602,1,578.88636817,952.94544173,582.19531250,957.42187500
1,3851,18,1149.00152227,952.95541215,1144.90625000,951.63281250
1,2126,18,1165.92706567,866.41102081,1164.64062500,867.86718750
1,1435,7,507.19322464,769.25605235,505.96875000,773.32812500
1,4932,3,717.60941249,242.77318438,718.37500000,238.87500000
1,3497,2,228.93305334,827.99484073,223.17187500,824.88281250
1,831,10,1029.02558320,953.08618604,1028.42968750,956.14843750
1,2962,8,126.89062992,727.93273093,127.85156250,725.68750000
1,1292,4,999.90819004,70.06712943,1001.84375000,70.03906250
