targetID,frameIndex,cameraID,rotationZ,rotationX,expectedX,expectedY,actualX,actualY
1,2552,9,-22.59510000,48.22760000,1111.83491956,436.64728214,1116.64843750,442.15625000
1,2745,6,-46.69990000,39.50710000,444.45885856,669.09891466,440.45312500,669.85156250
1,222,17,46.79750000,-17.44500000,1141.34307182,278.64072585,1145.85156250,278.80468750
1,320,13,42.58760000,-18.84040000,1169.99951882,30.00070764,1163.57812500,36.82031250
1,1921,5,-42.58070000,-7.97974000,838.00020791,856.99938879,839.70312500,859.42187500
1,407,13,17.72360000,-53.11470000,91.00115521,704.00074028,92.10937500,701.84375000
1,1396,14,11.96720000,4.26947000,828.99937532,993.00029477,834.51562500,991.85937500
1,511,10,13.61200000,-16.98830000,29.99861897,933.00105393,36.94531250,931.03906250
1,2028,2,-66.89540000,-15.00380000,211.00206903,77.99893433,211.25781250,80.96093750
1,1482,14,19.46220000,-7.24695000,465.99923754,752.99957713,467.54687500,756.60937500
1,891,4,-50.50420000,-39.69710000,730.99948575,583.99939759,732.82031250,584.07031250
1,695,8,-40.21750000,-18.76380000,87.68574233,934.24285598,94.54687500,932.16406250
1,2458,12,11.91630000,15.88750000,1177.36332791,869.27526221,1176.13281250,864.81250000
1,2157,18,65.74970000,17.44530000,1119.23168497,857.03392871,1119.10156250,857.17968750
1,1569,12,-1.46466000,17.35420000,1139.25093912,456.37959973,1141.89843750,455.54687500
1,1297,17,68.14650000,-11.31650000,947.99915100,943.99806525,949.81250000,946.69531250
1,608,7,-6.40515000,-40.93590000,449.99963546,30.00069782,446.10156250,26.85156250
1,2831,9,-37.12330000,42.63560000,945.99846914,753.00039475,948.33593750,757.60937500
1,9,19,101.39600000,-39.36380000,510.00358642,30.00939184,503.90625000,27.28125000
1,2746,9,-46.23280000,37.68500000,828.99920972,992.99838837,826.92187500,994.81250000
1,1668,8,-11.39510000,10.89750000,1050.00028114,29.99873980,1047.54687500,31.63281250
1,2931,3,-70.70810000,34.34110000,685.09218372,269.07972330,685.60156250,266.27343750
1,2352,18,73.19300000,40.92270000,347.99995769,944.00032349,347.67187500,942.08593750
1,117,19,93.39310000,-22.42680000,1078.00072453,163.99823377,1073.43750000,163.59375000
1,2266,18,37.74960000,22.74980000,929.99863802,29.99899967,931.33593750,31.53906250
1,1222,14,39.03530000,-20.13400000,39.61580485,146.23312385,43.17968750,155.31250000
1,3032,3,-86.43940000,52.20900000,1248.99949491,629.99978507,1248.92968750,627.21875000
1,1839,5,-38.36510000,-20.14480000,1248.99816108,993.00053899,1239.46875000,983.70312500
1,2640,11,-2.03717000,15.88960000,79.72669927,435.50622628,79.31250000,435.00781250
1,1744,8,-39.70430000,15.10980000,1187.99994731,917.99972748,1187.46875000,910.37500000
1,1116,19,77.44830000,-20.77040000,1146.07360611,641.91299124,1141.82031250,642.78125000
1,892,4,-50.74720000,-33.71450000,547.00133367,584.00000729,546.09375000,585.95312500
1,2553,12,-21.99900000,46.53090000,150.00258910,29.99998887,152.27343750,37.78125000
1,1005,1,-101.21300000,-51.93230000,90.99773753,944.00751959,96.83593750,943.46875000
1,2459,14,12.19780000,14.18650000,1156.60502323,985.78836634,1158.25781250,977.94531250
1,320,17,42.58760000,-18.84040000,1195.22500921,145.51226467,1196.86718750,147.55468750
1,2029,5,-66.90120000,-11.35940000,948.18194414,98.76061877,946.70312500,97.88281250
1,2746,6,-46.23280000,37.68500000,500.05889745,684.44110063,496.56250000,685.64843750
1,2932,6,-69.96420000,30.59910000,690.99843881,77.99913301,690.32812500,76.82812500
1,2831,6,-37.12330000,42.63560000,315.71340662,878.54306865,313.14062500,877.32812500
1,2158,17,66.03590000,15.71370000,78.12842691,875.33129981,78.82031250,870.25781250
1,1922,5,-42.58280000,-0.33209200,597.99934867,857.00016349,579.76562500,100.45312500
1,407,10,17.72360000,-53.11470000,1206.51374025,857.04907782,1209.40625000,854.81250000
1,1570,11,-3.41388000,17.32400000,30.00035073,392.99915124,32.61718750,393.85937500
1,2353,21,74.20540000,44.51350000,1002.25607269,673.36001224,999.91406250,673.66406250
1,1298,20,68.14370000,-7.59094000,452.93511199,925.13443062,447.30468750,927.48437500
1,511,14,13.61200000,-16.98830000,143.60563884,939.65039046,149.34375000,939.37500000
1,1669,11,-11.39320000,12.67900000,177.18710365,143.29556177,178.97656250,145.17187500
1,695,5,-40.21750000,-18.76380000,1195.90134608,932.49424227,1190.46875000,927.17968750
1,223,16,44.91920000,-17.37230000,29.99858513,213.00021642,37.39062500,216.34375000
1,10,19,100.92700000,-37.52000000,570.00119554,30.00472049,564.25000000,26.95312500
